Lake;Region;Class
3774;Central;4
3775;Central;4
3776;Central;4
3777;Central;4
3778;Central;4
3779;Central;4
3780;Central;4
3781;Central;4
3782;Central;4
3783;Central;4
3784;Central;4
3785;Central;4
3786;Central;4
3787;Central;4
3788;Central;4
3789;Central;4
3790;Central;4
3791;Central;4
3792;Central;4
3793;Central;4
3794;Central;4
3795;Central;4
3796;Central;4
3797;Central;4
3798;Central;4
3799;Central;4
3800;Central;4
3801;Central;4
3802;Central;4
3803;Central;4
3804;Central;4
3805;Central;4
3806;Central;4
3807;Central;4
3808;Central;4
3809;Central;4
3810;Central;4
3811;Central;4
3812;Central;4
3813;Central;4
3814;Central;4
3815;Central;4
3816;Central;4
3817;Central;4
3818;Central;4
3819;Central;4
3820;Central;4
3821;Central;4
3822;Central;4
3823;Central;4
3824;Central;4
3825;Central;4
3826;Central;4
3827;Central;4
3828;Central;4
3829;Central;4
3830;Central;4
3831;Central;4
3832;Central;4
3833;Central;4
3834;Central;4
3835;Central;4
3836;Central;4
3837;Central;4
3838;Central;4
3839;Central;4
3840;Central;4
3841;Central;4
3842;Central;4
3843;Central;4
3844;Central;4
3845;Central;4
3846;Central;4
3847;Central;4
3848;Central;4
3849;Central;4
3850;Central;4
3851;Central;4
3852;Central;4
3853;Central;4
3854;Central;4
3855;Central;4
3856;Central;4
3857;Central;4
3858;Central;4
3859;Central;4
3860;Central;4
3861;Central;4
3862;Central;4
3863;Central;4
3864;Central;4
3865;Central;4
3866;Central;4
3867;Central;4
3868;Central;4
3869;Central;4
3870;Central;4
3871;Central;4
3872;Central;4
3873;Central;4
3874;Central;5
3875;Central;5
3876;Central;5
3877;Central;5
3878;Central;5
3879;Central;5
3880;Central;5
3881;Central;5
3882;Central;5
3883;Central;5
3884;Central;5
3885;Central;5
3886;Central;5
3887;Central;5
3888;Central;5
3889;Central;5
3890;Central;5
3891;Central;5
3892;Central;5
3893;Central;5
3894;Central;5
3895;Central;5
3896;Central;5
3897;Central;5
3898;Central;5
3899;Central;5
3900;Central;5
3901;Central;5
3902;Central;5
3903;Central;5
3904;Central;5
3905;Central;5
3906;Central;5
3907;Central;5
3908;Central;5
3909;Central;5
3910;Central;5
3911;Central;5
3912;Central;5
3913;Central;5
3914;Central;5
3915;Central;5
3916;Central;5
3917;Central;5
3918;Central;5
3919;Central;5
3920;Central;5
3921;Central;5
3922;Central;5
3923;Central;5
3924;Central;5
3925;Central;5
3926;Central;5
3927;Central;5
3928;Central;5
3929;Central;5
3930;Central;5
3931;Central;5
3932;Central;5
3933;Central;5
3934;Central;5
3935;Central;5
3936;Central;5
3937;Central;5
3938;Central;5
3939;Central;5
3940;Central;5
3941;Central;5
3942;Central;5
3943;Central;5
3944;Central;5
3945;South;1
3946;South;1
3947;South;1
3948;South;1
3949;South;1
3950;South;1
3951;South;1
3952;South;1
3953;South;1
3954;South;1
3955;South;1
3956;South;1
3957;South;1
3958;South;1
3959;South;1
3960;South;1
3961;South;1
3962;South;1
3963;South;1
3964;South;1
3965;South;1
3966;South;1
3967;South;1
3968;South;1
3969;South;1
3970;South;1
3971;South;1
3972;South;1
3973;South;1
3974;South;1
3975;South;1
3976;South;1
3977;South;1
3978;South;1
3979;South;1
3980;South;1
3981;South;1
3982;South;1
3983;South;1
3984;South;1
3985;South;1
3986;South;1
3987;South;1
3988;South;1
3989;South;1
3990;South;1
3991;South;1
3992;South;1
3993;South;1
3994;South;1
3995;South;1
3996;South;1
3997;South;1
3998;South;1
3999;South;1
4000;South;1
4001;South;1
4002;South;1
4003;South;1
4004;South;1
4005;South;1
4006;South;1
4007;South;1
4008;South;1
4009;South;1
4010;South;2
4011;South;2
4012;South;2
4013;South;2
4014;South;2
4015;South;2
4016;South;2
4017;South;2
4018;South;2
4019;South;2
4020;South;2
4021;South;2
4022;South;2
4023;South;2
4024;South;2
4025;South;2
4026;South;2
4027;South;2
4028;South;2
4029;South;2
4030;South;2
4031;South;2
4032;South;2
4033;South;2
4034;South;2
4035;South;2
4036;South;2
4037;South;2
4038;South;2
4039;South;2
4040;South;2
4041;South;2
4042;South;2
4043;South;2
4044;South;2
4045;South;2
4046;South;2
4047;South;2
4048;South;2
4049;South;2
4050;South;2
4051;South;2
4052;South;2
4053;South;2
4054;South;2
4055;South;2
4056;South;2
4057;South;2
4058;South;2
4059;South;2
4060;South;2
4061;South;2
4062;South;2
4063;South;2
4064;South;2
4065;South;2
4066;South;2
4067;South;2
4068;South;2
4069;South;2
4070;South;2
4071;South;2
4072;South;2
4073;South;2
4074;South;2
4075;South;2
4076;South;2
4077;South;2
4078;South;2
4079;South;2
4080;South;2
4081;South;2
4082;South;2
4083;South;2
4084;South;2
4085;South;2
4086;South;2
4087;South;2
4088;South;2
4089;South;2
4090;South;2
4091;South;2
4092;South;2
4093;South;2
4094;South;2
4095;South;2
4096;South;2
4097;South;2
4098;South;3
4099;South;3
4100;South;3
4101;South;3
4102;South;3
4103;South;3
4104;South;3
4105;South;3
4106;South;3
4107;South;3
4108;South;3
4109;South;3
4110;South;3
4111;South;3
4112;South;3
4113;South;3
4114;South;3
4115;South;3
4116;South;3
4117;South;3
4118;South;3
4119;South;3
4120;South;3
4121;South;3
4122;South;3
4123;South;3
4124;South;3
4125;South;3
4126;South;3
4127;South;3
4128;South;3
4129;South;3
4130;South;3
4131;South;3
4132;South;3
4133;South;3
4134;South;3
4135;South;3
4136;South;3
4137;South;3
4138;South;3
4139;South;3
4140;South;3
4141;South;3
4142;South;3
4143;South;3
4144;South;3
4145;South;3
4146;South;3
4147;South;3
4148;South;3
4149;South;3
4150;South;3
4151;South;3
4152;South;3
4153;South;3
4154;South;3
4155;South;4
4156;South;4
4157;South;4
4158;South;4
4159;South;4
4160;South;4
4161;South;4
4162;South;4
4163;South;4
4164;South;4
4165;South;4
4166;South;4
4167;South;4
4168;South;4
4169;South;4
4170;South;4
4171;South;4
4172;South;4
4173;South;4
4174;South;4
4175;South;5
4176;South;5
4177;South;5
4178;South;5
4179;South;5
4180;South;5
4181;South;5
4182;South;5
4183;South;5
4184;South;5
4185;South;5
4186;South;5
4187;South;5
4188;South;5
4189;South;5
