island,species,sex,beak_height,upper_beak_length,nostril_upper_beak_length
Wlf_Wnm,Geospiza magnirostris,M,20.7,22.8,15.7
Wlf_Wnm,Geospiza magnirostris,M,19.5,24.3,16.6
Wlf_Wnm,Geospiza magnirostris,M,20.6,22.4,15.3
Wlf_Wnm,Geospiza magnirostris,M,21.4,23.1,15.4
Wlf_Wnm,Geospiza magnirostris,M,19.8,22.4,15.5
Wlf_Wnm,Geospiza magnirostris,M,20.2,22,14.8
Wlf_Wnm,Geospiza magnirostris,M,21.3,23.9,16.3
Wlf_Wnm,Geospiza magnirostris,M,21.5,24.2,16.6
Wlf_Wnm,Geospiza magnirostris,M,19,22.1,15.2
Wlf_Wnm,Geospiza magnirostris,F,19.3,22.4,16.1
Wlf_Wnm,Geospiza magnirostris,F,19,22.2,15.6
Wlf_Wnm,Geospiza magnirostris,F,19.7,23.5,16.4
Wlf_Wnm,Geospiza magnirostris,F,19,21.9,15.1
Wlf_Wnm,Geospiza magnirostris,U,19.1,22.5,16.5
Wlf_Wnm,Geospiza magnirostris,U,19.7,22.9,16.5
Gnov_Twr,Geospiza magnirostris,M,22.1,25.3,17.7
Gnov_Twr,Geospiza magnirostris,M,22,24.9,17.2
Gnov_Twr,Geospiza magnirostris,M,21.7,23.5,16
Gnov_Twr,Geospiza magnirostris,M,21,23.1,15.9
Gnov_Twr,Geospiza magnirostris,M,21.6,24.6,17
Gnov_Twr,Geospiza magnirostris,M,21,23.9,16.8
Gnov_Twr,Geospiza magnirostris,M,20,22.8,15.5
Gnov_Twr,Geospiza magnirostris,M,19.8,23.4,16.2
Gnov_Twr,Geospiza magnirostris,M,22,24.7,16.9
Gnov_Twr,Geospiza magnirostris,M,22,23.7,16.3
Gnov_Twr,Geospiza magnirostris,M,21.5,24.4,17.4
Gnov_Twr,Geospiza magnirostris,M,22.3,24,16.1
Gnov_Twr,Geospiza magnirostris,M,21.2,24.2,16.4
Gnov_Twr,Geospiza magnirostris,M,21.8,24.1,16.5
Gnov_Twr,Geospiza magnirostris,M,18.6,22.9,15.8
Gnov_Twr,Geospiza magnirostris,M,22.5,25,16.5
Gnov_Twr,Geospiza magnirostris,M,21,24.4,16.9
Gnov_Twr,Geospiza magnirostris,M,23.2,25.9,17.5
Gnov_Twr,Geospiza magnirostris,M,22.9,25.1,17.1
Gnov_Twr,Geospiza magnirostris,M,19.8,25,16.8
Gnov_Twr,Geospiza magnirostris,M,20.5,24.1,16.7
Gnov_Twr,Geospiza magnirostris,M,20.3,23.3,16.1
Gnov_Twr,Geospiza magnirostris,M,20,23,16.2
Gnov_Twr,Geospiza magnirostris,F,20.7,24,16.1
Gnov_Twr,Geospiza magnirostris,F,20.6,23.5,16.6
Gnov_Twr,Geospiza magnirostris,F,21.4,23.6,16.7
Gnov_Twr,Geospiza magnirostris,F,20.7,23.7,16
Gnov_Twr,Geospiza magnirostris,F,21.7,24.3,16.6
Gnov_Twr,Geospiza magnirostris,F,20.7,23.4,16.9
Gnov_Twr,Geospiza magnirostris,F,21.7,24.1,16.7
Gnov_Twr,Geospiza magnirostris,F,21.3,24.6,17
Gnov_Twr,Geospiza magnirostris,F,20.7,24,16.6
Gnov_Twr,Geospiza magnirostris,F,20.5,22.1,15.3
Gnov_Twr,Geospiza magnirostris,F,19.6,23.2,15.2
Pnt_Abng,Geospiza magnirostris,M,19.1,22.5,15.9
Pnt_Abng,Geospiza magnirostris,M,19,21.5,15.8
Pnt_Abng,Geospiza magnirostris,M,21,23,16.5
Pnt_Abng,Geospiza magnirostris,M,19.9,21.2,15.1
Pnt_Abng,Geospiza magnirostris,M,19.5,22.5,15.9
Pnt_Abng,Geospiza magnirostris,M,19.9,22.1,15.2
Pnt_Abng,Geospiza magnirostris,M,20.6,24.8,17.3
Pnt_Abng,Geospiza magnirostris,M,20.5,23.1,16.5
Pnt_Abng,Geospiza magnirostris,M,20.6,23.5,16.6
Pnt_Abng,Geospiza magnirostris,M,20.3,22.9,16.5
Pnt_Abng,Geospiza magnirostris,M,18.3,21.9,14.9
Pnt_Abng,Geospiza magnirostris,M,20.5,23.7,16.4
Pnt_Abng,Geospiza magnirostris,M,21.8,24.5,17.2
Pnt_Abng,Geospiza magnirostris,M,20.7,22.9,15.8
Pnt_Abng,Geospiza magnirostris,M,20.8,24.4,16.9
Pnt_Abng,Geospiza magnirostris,M,20.4,23.7,16.6
Pnt_Abng,Geospiza magnirostris,M,19.2,22,15.2
Pnt_Abng,Geospiza magnirostris,M,21.7,23.3,16.4
Pnt_Abng,Geospiza magnirostris,M,19.5,23.4,17
Pnt_Abng,Geospiza magnirostris,M,21.1,22.8,16
Pnt_Abng,Geospiza magnirostris,M,19.3,22.7,16.1
Pnt_Abng,Geospiza magnirostris,M,19.6,22.2,15.5
Pnt_Abng,Geospiza magnirostris,M,19.2,22.1,15.2
Pnt_Abng,Geospiza magnirostris,M,20.3,24.7,17.3
Pnt_Abng,Geospiza magnirostris,M,20,23,16.1
Pnt_Abng,Geospiza magnirostris,M,21.2,24.1,16.9
Pnt_Abng,Geospiza magnirostris,M,20,23,15.8
Pnt_Abng,Geospiza magnirostris,M,19,22,15.1
Pnt_Abng,Geospiza magnirostris,M,19.8,23.7,16.3
Pnt_Abng,Geospiza magnirostris,M,20.5,23.7,16.1
Pnt_Abng,Geospiza magnirostris,M,18.2,21.3,15.4
Pnt_Abng,Geospiza magnirostris,M,19.5,22.6,15.4
Pnt_Abng,Geospiza magnirostris,F,18.5,22.7,15.8
Pnt_Abng,Geospiza magnirostris,F,20.5,23.1,16.1
Pnt_Abng,Geospiza magnirostris,F,19.4,22.3,15.7
Pnt_Abng,Geospiza magnirostris,F,18.6,22.3,16.1
Pnt_Abng,Geospiza magnirostris,F,18.6,21.5,15.3
Pnt_Abng,Geospiza magnirostris,F,17.4,20.3,16.1
Pnt_Abng,Geospiza magnirostris,F,19,22.4,15.4
Pnt_Abng,Geospiza magnirostris,F,18.2,22.2,15.7
Pnt_Abng,Geospiza magnirostris,F,17.8,20.7,14.5
Pnt_Abng,Geospiza magnirostris,F,18.7,22.9,15.7
Pnt_Abng,Geospiza magnirostris,F,19.8,23.7,16.6
Pnt_Abng,Geospiza magnirostris,F,18.5,22.5,16
Pnt_Abng,Geospiza magnirostris,F,19.5,23,16
Pnt_Abng,Geospiza magnirostris,F,20.2,21.3,14.8
Pnt_Abng,Geospiza magnirostris,F,19,22.4,16
Pnt_Abng,Geospiza magnirostris,F,17.5,20.7,14.3
Pnt_Abng,Geospiza magnirostris,F,18.1,22.6,16.3
Pnt_Abng,Geospiza magnirostris,F,19.4,22.4,15.8
Pnt_Abng,Geospiza magnirostris,F,19.1,21.6,15.7
Pnt_Abng,Geospiza magnirostris,F,19.2,22.5,15.3
Pnt_Abng,Geospiza magnirostris,F,19.4,23.6,16.4
Pnt_Abng,Geospiza magnirostris,F,18.9,22.2,15.5
Pnt_Abng,Geospiza magnirostris,F,18.4,22.5,15.3
Mrch_Bndl,Geospiza magnirostris,M,18.3,21.7,14.6
Mrch_Bndl,Geospiza magnirostris,M,18.9,22.2,15.9
Mrch_Bndl,Geospiza magnirostris,M,18.1,22,15.4
Mrch_Bndl,Geospiza magnirostris,M,20,22.8,15.8
Mrch_Bndl,Geospiza magnirostris,M,18.8,21.1,14.8
Mrch_Bndl,Geospiza magnirostris,M,18.3,21.9,15.3
Mrch_Bndl,Geospiza magnirostris,M,18.9,22.9,16.3
Mrch_Bndl,Geospiza magnirostris,M,18.5,21.3,14.6
Mrch_Bndl,Geospiza magnirostris,M,19.4,22.1,15.3
Mrch_Bndl,Geospiza magnirostris,M,20.4,22.3,15.1
Mrch_Bndl,Geospiza magnirostris,M,21.1,24.3,17.4
Mrch_Bndl,Geospiza magnirostris,M,17.2,20.4,14
Mrch_Bndl,Geospiza magnirostris,M,19.6,23.2,15.9
Mrch_Bndl,Geospiza magnirostris,M,18.2,22.2,15.1
Mrch_Bndl,Geospiza magnirostris,M,18.6,21.5,15.2
Mrch_Bndl,Geospiza magnirostris,M,18.1,22.1,14.6
Mrch_Bndl,Geospiza magnirostris,M,17.1,20.1,13.8
Mrch_Bndl,Geospiza magnirostris,M,18.9,22.9,15.7
Mrch_Bndl,Geospiza magnirostris,M,20.4,22.8,15.1
Mrch_Bndl,Geospiza magnirostris,M,19.6,21.7,15
Mrch_Bndl,Geospiza magnirostris,F,18.2,21.7,15.2
Mrch_Bndl,Geospiza magnirostris,F,19,21.4,14.1
Mrch_Bndl,Geospiza magnirostris,F,18.9,21.8,15
Mrch_Bndl,Geospiza magnirostris,F,19.2,22.7,15.3
Snti_Jams,Geospiza magnirostris,M,20.5,22,16
Snti_Jams,Geospiza magnirostris,M,19.7,22.2,15.2
Snti_Jams,Geospiza magnirostris,M,21.4,24,16.4
Snti_Jams,Geospiza magnirostris,M,20.5,22,15.3
Snti_Jams,Geospiza magnirostris,M,20.5,22.9,15.8
Snti_Jams,Geospiza magnirostris,M,19.4,20.7,14.2
Snti_Jams,Geospiza magnirostris,M,21,23.1,16
Snti_Jams,Geospiza magnirostris,M,19.9,24,17.8
Snti_Jams,Geospiza magnirostris,M,21.3,23,15.9
Snti_Jams,Geospiza magnirostris,M,20.6,23.2,15.9
Snti_Jams,Geospiza magnirostris,M,20.6,24.4,17.1
Snti_Jams,Geospiza magnirostris,M,21,22.7,16.1
Snti_Jams,Geospiza magnirostris,M,20.2,23,16.8
Snti_Jams,Geospiza magnirostris,M,20.5,22.2,15.3
Snti_Jams,Geospiza magnirostris,M,17.1,20.6,13.8
Snti_Jams,Geospiza magnirostris,M,21.5,22.4,15.8
Snti_Jams,Geospiza magnirostris,M,19.4,23.4,16.3
Snti_Jams,Geospiza magnirostris,M,20.2,22.1,15.5
Snti_Jams,Geospiza magnirostris,M,21,23.1,15.9
Snti_Jams,Geospiza magnirostris,M,21.7,23.4,16.9
Snti_Jams,Geospiza magnirostris,M,21.6,23.1,16.3
Snti_Jams,Geospiza magnirostris,M,20.7,23,16.4
Snti_Jams,Geospiza magnirostris,M,20.5,22.7,15.9
Snti_Jams,Geospiza magnirostris,M,20.3,23.5,16
Snti_Jams,Geospiza magnirostris,M,19.5,22.8,16.3
Snti_Jams,Geospiza magnirostris,M,20,23,16
Snti_Jams,Geospiza magnirostris,M,20.6,24,17.1
Snti_Jams,Geospiza magnirostris,M,20.3,22.5,16.4
Snti_Jams,Geospiza magnirostris,M,22.1,22.9,16.7
Snti_Jams,Geospiza magnirostris,M,18.4,21.4,15.3
Snti_Jams,Geospiza magnirostris,M,19.6,23,15.9
Snti_Jams,Geospiza magnirostris,M,20.3,22.3,15.4
Snti_Jams,Geospiza magnirostris,M,20.7,22.3,15.3
Snti_Jams,Geospiza magnirostris,M,22.1,23.2,16.2
Snti_Jams,Geospiza magnirostris,M,20.8,23,15.8
Snti_Jams,Geospiza magnirostris,M,21.6,23,16.3
Snti_Jams,Geospiza magnirostris,M,21.6,22,15.1
Snti_Jams,Geospiza magnirostris,M,22,23.2,16.3
Snti_Jams,Geospiza magnirostris,M,21.5,23.2,16.7
Snti_Jams,Geospiza magnirostris,M,19.3,22.3,15.7
Snti_Jams,Geospiza magnirostris,F,16.1,19.5,13.8
Snti_Jams,Geospiza magnirostris,F,21,23.7,16.4
Snti_Jams,Geospiza magnirostris,F,19.1,22.1,15.9
Snti_Jams,Geospiza magnirostris,F,20.1,22.3,15.8
Snti_Jams,Geospiza magnirostris,F,20.3,23.3,16.7
Snti_Jams,Geospiza magnirostris,F,20.2,21.9,15.3
Snti_Jams,Geospiza magnirostris,F,19.3,23.9,15.4
Snti_Jams,Geospiza magnirostris,F,20.2,23.9,16.6
Snti_Jams,Geospiza magnirostris,F,19.2,22.6,16
Snti_Jams,Geospiza magnirostris,F,20.2,23.9,17
Snti_Jams,Geospiza magnirostris,F,20.6,22.7,16.2
Snti_Jams,Geospiza magnirostris,F,18.9,22.9,15.5
Snti_Jams,Geospiza magnirostris,F,19.9,22.9,15.8
Snti_Jams,Geospiza magnirostris,F,16.9,20.6,14.8
Snti_Jams,Geospiza magnirostris,F,19.6,21.9,15.1
Rab_Jrv,Geospiza magnirostris,M,18,21,15
Rab_Jrv,Geospiza magnirostris,M,18.5,21.5,14.9
Rab_Jrv,Geospiza magnirostris,M,17.3,21.2,14.8
Rab_Jrv,Geospiza magnirostris,M,19.5,21.4,15.5
Rab_Jrv,Geospiza magnirostris,M,20.4,22.8,15.9
Rab_Jrv,Geospiza magnirostris,M,18.2,22.2,15.7
Rab_Jrv,Geospiza magnirostris,M,15.8,20,14
Rab_Jrv,Geospiza magnirostris,M,19,22.5,15.6
Rab_Jrv,Geospiza magnirostris,M,18.9,21.6,14.7
Rab_Jrv,Geospiza magnirostris,M,19.1,22.1,15.5
Rab_Jrv,Geospiza magnirostris,M,17.6,21,15
Rab_Jrv,Geospiza magnirostris,M,19.5,23.1,16.3
Rab_Jrv,Geospiza magnirostris,M,18.2,21.7,15.1
Rab_Jrv,Geospiza magnirostris,M,20,21,14.9
Rab_Jrv,Geospiza magnirostris,M,17.2,21.8,15.2
Rab_Jrv,Geospiza magnirostris,M,18.6,21.1,15.1
Rab_Jrv,Geospiza magnirostris,M,19.7,23.5,16
Rab_Jrv,Geospiza magnirostris,M,20.3,23.2,17
Rab_Jrv,Geospiza magnirostris,M,18.6,22.3,15.1
Rab_Jrv,Geospiza magnirostris,M,18.8,21.6,14.9
Rab_Jrv,Geospiza magnirostris,M,18.2,22.5,15.6
Rab_Jrv,Geospiza magnirostris,M,16.9,19.9,13.9
Rab_Jrv,Geospiza magnirostris,M,17.4,21.3,14.8
Rab_Jrv,Geospiza magnirostris,M,18.2,20.9,14.9
Rab_Jrv,Geospiza magnirostris,M,18.3,21.2,14.8
Rab_Jrv,Geospiza magnirostris,M,18.5,22.2,15.3
Rab_Jrv,Geospiza magnirostris,M,18.5,22,14.5
Rab_Jrv,Geospiza magnirostris,M,18.1,20.8,14.5
Rab_Jrv,Geospiza magnirostris,M,20.2,22.8,15.5
Rab_Jrv,Geospiza magnirostris,M,18.5,22.5,15.9
Rab_Jrv,Geospiza magnirostris,F,18.5,22.2,15.3
Rab_Jrv,Geospiza magnirostris,F,19.2,22.7,15.9
Rab_Jrv,Geospiza magnirostris,F,17.9,21.3,14.8
Rab_Jrv,Geospiza magnirostris,F,17.5,21.7,15
Rab_Jrv,Geospiza magnirostris,F,16.9,20.6,14.3
Rab_Jrv,Geospiza magnirostris,F,18.2,21.7,15.1
Rab_Jrv,Geospiza magnirostris,F,18.4,21.4,15.4
Rab_Jrv,Geospiza magnirostris,F,16.9,19.7,14.1
Rab_Jrv,Geospiza magnirostris,F,17.6,21.4,15
Rab_Jrv,Geospiza magnirostris,F,17.3,20.3,14.1
Rab_Jrv,Geospiza magnirostris,F,17.4,23,16.1
Rab_Jrv,Geospiza magnirostris,F,18,21,14.1
Rab_Jrv,Geospiza magnirostris,F,19.3,21.8,15.1
Balt_SS,Geospiza magnirostris,F,19.2,22,15.3
Balt_SS,Geospiza magnirostris,F,17.6,21.1,14.9
Balt_SS,Geospiza magnirostris,F,15.3,20.4,14
SCru_Inde,Geospiza magnirostris,M,20.8,23.3,16.2
SCru_Inde,Geospiza magnirostris,M,20.8,23,16
SCru_Inde,Geospiza magnirostris,M,21,23.1,16.3
SCru_Inde,Geospiza magnirostris,M,19,22.7,15.7
SCru_Inde,Geospiza magnirostris,M,20.9,22.6,15.9
SCru_Inde,Geospiza magnirostris,M,19.4,22,15.6
SCru_Inde,Geospiza magnirostris,M,17.8,21.7,14.7
SCru_Inde,Geospiza magnirostris,M,19.2,22.1,15.8
SCru_Inde,Geospiza magnirostris,M,16.3,19.9,14.3
SCru_Inde,Geospiza magnirostris,M,19,21,14.4
SCru_Inde,Geospiza magnirostris,M,16.3,20.5,14
SCru_Inde,Geospiza magnirostris,F,19.7,22.1,15.6
SCru_Inde,Geospiza magnirostris,F,19.7,21.6,15.7
SCru_Inde,Geospiza magnirostris,F,18.9,21.4,14.7
SCru_Inde,Geospiza magnirostris,F,20.3,21.8,15.1
SCru_Inde,Geospiza magnirostris,F,19.2,21.4,14.8
SCru_Inde,Geospiza magnirostris,F,17.7,20.7,14.4
SCru_Inde,Geospiza magnirostris,F,21.2,23.2,16.4
SCru_Inde,Geospiza magnirostris,F,17.7,20.8,14.1
SCru_Inde,Geospiza magnirostris,F,17.8,20.7,14.3
SCru_Inde,Geospiza magnirostris,F,18.4,21.8,15.2
SCru_Inde,Geospiza magnirostris,F,19,21.6,15.1
Pnz_Dnc,Geospiza magnirostris,M,18.8,22.1,14.8
Pnz_Dnc,Geospiza magnirostris,F,19.2,21.4,15.3
Frn_Nrb,Geospiza magnirostris,M,19,21.9,15.7
Frn_Nrb,Geospiza magnirostris,F,17.8,20.2,14.5
Frn_Nrb,Geospiza magnirostris,F,16.7,19.2,13.9
Isa_Alb,Geospiza magnirostris,M,17.7,21.6,15.1
Isa_Alb,Geospiza magnirostris,M,18.5,22.7,16
Isa_Alb,Geospiza magnirostris,M,17,19.8,14.4
Isa_Alb,Geospiza magnirostris,F,18.3,20,13.3
Isa_Alb,Geospiza magnirostris,F,16.7,20.1,14.2
Isa_Alb,Geospiza magnirostris,M,20.1,23,16.1
Isa_Alb,Geospiza magnirostris,M,20.2,23.3,16.1
Isa_Alb,Geospiza magnirostris,M,18.4,22.1,15.8
Isa_Alb,Geospiza magnirostris,M,16.9,20.8,14.8
Isa_Alb,Geospiza magnirostris,M,16.3,21,14.4
Isa_Alb,Geospiza magnirostris,M,16.5,20.7,14.5
Isa_Alb,Geospiza magnirostris,F,19.9,22.1,14.9
SFe_Brngt,Geospiza magnirostris,M,16.8,21.4,15.2
SFe_Brngt,Geospiza magnirostris,M,19.4,22.6,15.2
Flor_Chrl,Geospiza magnirostris,M,18.8,21.3,14.9
Balt_SS,Geospiza magnirostris,M,17.3,18.8,13.3
SCru_Inde,Geospiza magnirostris,F,15.8,20.1,14.1
SCru_Inde,Geospiza magnirostris,F,15.7,19.9,13.9
Pnt_Abng,Geospiza fortis,M,11.3,16.2,11
Pnt_Abng,Geospiza fortis,M,11.5,17,11.2
Pnt_Abng,Geospiza fortis,M,11.1,15.6,11
Pnt_Abng,Geospiza fortis,M,12.3,17,11.9
Pnt_Abng,Geospiza fortis,M,11.5,15.9,11.6
Pnt_Abng,Geospiza fortis,M,12.1,16.8,11.7
Pnt_Abng,Geospiza fortis,M,11.6,15.6,10.8
Pnt_Abng,Geospiza fortis,M,12.9,17.2,12.1
Pnt_Abng,Geospiza fortis,M,12.7,16.5,11.4
Pnt_Abng,Geospiza fortis,M,12.3,15.8,11.2
Pnt_Abng,Geospiza fortis,M,11.6,16.8,11.3
Pnt_Abng,Geospiza fortis,M,11.9,17,11.3
Pnt_Abng,Geospiza fortis,M,11.3,15,10.4
Pnt_Abng,Geospiza fortis,M,12.1,17,12.2
Pnt_Abng,Geospiza fortis,M,11.7,15.3,10.8
Pnt_Abng,Geospiza fortis,M,12.6,17.2,12
Pnt_Abng,Geospiza fortis,M,11.7,15.2,10.4
Pnt_Abng,Geospiza fortis,M,10.7,15.5,11
Pnt_Abng,Geospiza fortis,M,12.3,16.1,11.8
Pnt_Abng,Geospiza fortis,M,11.6,15.7,10.9
Pnt_Abng,Geospiza fortis,M,10.9,15.5,11.1
Pnt_Abng,Geospiza fortis,M,11,15.7,11.4
Pnt_Abng,Geospiza fortis,M,11.4,15.4,11
Pnt_Abng,Geospiza fortis,M,11.5,15.5,11.1
Pnt_Abng,Geospiza fortis,M,11.8,15.5,10.8
Pnt_Abng,Geospiza fortis,M,12.3,16.9,11.9
Pnt_Abng,Geospiza fortis,M,11.5,16.1,11.2
Pnt_Abng,Geospiza fortis,M,11.7,16,11.1
Pnt_Abng,Geospiza fortis,M,11.8,16.2,11.2
Pnt_Abng,Geospiza fortis,M,11.3,15.3,10.8
Pnt_Abng,Geospiza fortis,M,11.3,15.6,10.8
Pnt_Abng,Geospiza fortis,M,11.9,15.8,10.8
Pnt_Abng,Geospiza fortis,M,12.4,16.6,11.5
Pnt_Abng,Geospiza fortis,M,12.1,15.3,10.6
Pnt_Abng,Geospiza fortis,M,11.6,14.8,10.8
Pnt_Abng,Geospiza fortis,M,14.1,17.7,12.5
Pnt_Abng,Geospiza fortis,M,12.3,16,11.4
Pnt_Abng,Geospiza fortis,F,11.3,16,11.2
Pnt_Abng,Geospiza fortis,F,11.4,17,11.7
Pnt_Abng,Geospiza fortis,F,11.3,16.6,11.2
Pnt_Abng,Geospiza fortis,F,11.7,16,11.2
Pnt_Abng,Geospiza fortis,F,10.9,16.1,11
Pnt_Abng,Geospiza fortis,F,11.9,16,11.1
Pnt_Abng,Geospiza fortis,F,11.1,15.2,10.9
Pnt_Abng,Geospiza fortis,F,10.5,15.3,11
Pnt_Abng,Geospiza fortis,F,10.8,15.3,10.8
Pnt_Abng,Geospiza fortis,F,11.2,15.6,11.1
Pnt_Abng,Geospiza fortis,F,11.5,15,10.3
Pnt_Abng,Geospiza fortis,F,12,15.8,11
Pnt_Abng,Geospiza fortis,F,12.1,17,11.8
Pnt_Abng,Geospiza fortis,F,11.6,14.8,10.1
Pnt_Abng,Geospiza fortis,F,12.9,16.4,11.2
Pnt_Abng,Geospiza fortis,F,11.6,15.8,11.2
Pnt_Abng,Geospiza fortis,F,11.3,16.2,11.2
Wlf_Wnm,Geospiza fortis,M,14,18.3,13.2
Mrch_Bndl,Geospiza fortis,M,11.7,16.3,11.4
Mrch_Bndl,Geospiza fortis,M,12.2,16.9,11.8
Mrch_Bndl,Geospiza fortis,M,11.7,15.9,11.3
Mrch_Bndl,Geospiza fortis,M,11.5,16.4,12
Mrch_Bndl,Geospiza fortis,M,12.4,16.3,11.3
Mrch_Bndl,Geospiza fortis,M,12.4,16.4,11.2
Mrch_Bndl,Geospiza fortis,M,12.4,16.2,11.3
Mrch_Bndl,Geospiza fortis,M,12,15.9,11.3
Mrch_Bndl,Geospiza fortis,M,11.6,16.2,11.4
Mrch_Bndl,Geospiza fortis,M,11.6,16.2,11.4
Mrch_Bndl,Geospiza fortis,M,12.6,17.3,12.2
Mrch_Bndl,Geospiza fortis,M,12,16.2,11.2
Mrch_Bndl,Geospiza fortis,M,11.9,16.1,11.4
Mrch_Bndl,Geospiza fortis,M,11.8,15.9,11.5
Mrch_Bndl,Geospiza fortis,M,12.7,16.9,12.2
Mrch_Bndl,Geospiza fortis,M,11.8,16.7,12
Mrch_Bndl,Geospiza fortis,M,12.3,16.3,11.5
Mrch_Bndl,Geospiza fortis,M,12.4,17,12.5
Mrch_Bndl,Geospiza fortis,M,11.9,17.1,12.1
Mrch_Bndl,Geospiza fortis,M,12.1,15.7,11.1
Mrch_Bndl,Geospiza fortis,M,12.7,17.3,12.2
Mrch_Bndl,Geospiza fortis,M,11.7,17.3,12.3
Mrch_Bndl,Geospiza fortis,M,12.9,17,11.9
Mrch_Bndl,Geospiza fortis,M,12.1,16.2,11.6
Mrch_Bndl,Geospiza fortis,M,11.9,15.7,11
Mrch_Bndl,Geospiza fortis,M,12.5,17.2,12.1
Mrch_Bndl,Geospiza fortis,M,12.7,16.8,12.2
Mrch_Bndl,Geospiza fortis,M,12.5,16.8,12
Mrch_Bndl,Geospiza fortis,M,11.5,15.9,11.5
Mrch_Bndl,Geospiza fortis,F,11.8,16.2,11.8
Mrch_Bndl,Geospiza fortis,F,12.3,15.2,10.9
Mrch_Bndl,Geospiza fortis,F,12.3,16.7,11.8
Mrch_Bndl,Geospiza fortis,F,11.8,17,11.9
Mrch_Bndl,Geospiza fortis,F,12.7,16,11.5
Mrch_Bndl,Geospiza fortis,F,12,16,11.2
Mrch_Bndl,Geospiza fortis,F,11.1,15.5,11
Mrch_Bndl,Geospiza fortis,F,11.8,16.6,11.9
Mrch_Bndl,Geospiza fortis,F,12.7,16.6,11.1
Mrch_Bndl,Geospiza fortis,F,11.7,16,11
Mrch_Bndl,Geospiza fortis,F,12.8,16.2,11.4
Mrch_Bndl,Geospiza fortis,F,12.7,16.3,11.3
Mrch_Bndl,Geospiza fortis,F,15.4,19,13.4
Snti_Jams,Geospiza fortis,M,13.9,17,11.5
Snti_Jams,Geospiza fortis,M,12.3,16,11
Snti_Jams,Geospiza fortis,M,12.9,16.4,11.2
Snti_Jams,Geospiza fortis,M,13,17.5,12.5
Snti_Jams,Geospiza fortis,M,12.7,17.4,11.9
Snti_Jams,Geospiza fortis,M,12.7,16.7,11.6
Snti_Jams,Geospiza fortis,M,12,15.2,10.4
Snti_Jams,Geospiza fortis,M,12.1,16.1,11.2
Snti_Jams,Geospiza fortis,M,12.7,16.2,11.2
Snti_Jams,Geospiza fortis,M,10.5,14.5,10
Snti_Jams,Geospiza fortis,M,12.9,17.2,11.8
Snti_Jams,Geospiza fortis,M,12.7,17,11.2
Snti_Jams,Geospiza fortis,M,12.8,16.2,10.9
Snti_Jams,Geospiza fortis,M,11.3,16.3,11.1
Snti_Jams,Geospiza fortis,M,12.6,16.5,11
Snti_Jams,Geospiza fortis,M,12.3,16.7,11.8
Snti_Jams,Geospiza fortis,M,12.1,16.8,11.7
Snti_Jams,Geospiza fortis,M,13,17,12
Snti_Jams,Geospiza fortis,M,12.6,17.2,12
Snti_Jams,Geospiza fortis,M,11.8,15.9,11.2
Snti_Jams,Geospiza fortis,M,12.2,16,11.5
Snti_Jams,Geospiza fortis,M,12.6,16.4,11.3
Snti_Jams,Geospiza fortis,M,12.4,16.8,11.9
Snti_Jams,Geospiza fortis,M,16.1,19.4,13.8
Snti_Jams,Geospiza fortis,M,12.3,16.5,12
Snti_Jams,Geospiza fortis,M,12.3,16.3,12
Snti_Jams,Geospiza fortis,M,12.7,16.7,11.6
Snti_Jams,Geospiza fortis,M,13.1,17,11.6
Snti_Jams,Geospiza fortis,M,11.7,16.1,11.5
Snti_Jams,Geospiza fortis,M,12.6,17,12.2
Snti_Jams,Geospiza fortis,M,11.5,15.5,10.5
Snti_Jams,Geospiza fortis,M,12.8,16.4,11.4
Snti_Jams,Geospiza fortis,M,12.9,17,12
Snti_Jams,Geospiza fortis,M,12.3,16.8,12
Snti_Jams,Geospiza fortis,M,12.4,17.2,11.8
Snti_Jams,Geospiza fortis,M,12.8,17.1,11.5
Snti_Jams,Geospiza fortis,M,13.7,18,12.6
Snti_Jams,Geospiza fortis,M,12.3,15.9,10.4
Snti_Jams,Geospiza fortis,M,12.8,17.2,12.2
Snti_Jams,Geospiza fortis,M,13,16.8,12
Snti_Jams,Geospiza fortis,M,12.1,17.2,12
Snti_Jams,Geospiza fortis,F,12.3,15.3,10.6
Snti_Jams,Geospiza fortis,F,11.7,15.6,11.5
Snti_Jams,Geospiza fortis,F,11.2,15.2,11
Snti_Jams,Geospiza fortis,F,13.9,17.3,12
Snti_Jams,Geospiza fortis,F,12.3,17,12.3
Snti_Jams,Geospiza fortis,F,11.3,17,12.3
Snti_Jams,Geospiza fortis,F,12.1,16.2,11.4
Snti_Jams,Geospiza fortis,F,11.8,15.9,10.9
Snti_Jams,Geospiza fortis,F,11.3,15.4,11.1
Snti_Jams,Geospiza fortis,F,12.5,17.1,12.4
Snti_Jams,Geospiza fortis,F,11,15,10.9
Snti_Jams,Geospiza fortis,F,10.6,16,11.3
Snti_Jams,Geospiza fortis,F,10.7,15.7,10.9
Snti_Jams,Geospiza fortis,F,12.1,16,11
Snti_Jams,Geospiza fortis,F,12.5,16.7,11.7
Snti_Jams,Geospiza fortis,F,12.9,16.9,11.7
Snti_Jams,Geospiza fortis,F,12.8,16.2,11.4
Snti_Jams,Geospiza fortis,F,11.7,15.2,10.3
Snti_Jams,Geospiza fortis,F,12,16,10.9
Snti_Jams,Geospiza fortis,F,12.3,16.1,11.2
Snti_Jams,Geospiza fortis,F,15.3,19.6,14
