island,species,sex,beak_height,upper_beak_length,nostril_upper_beak_length
Isa_Alb,Geospiza fuliginosa,F,8.1,11.5,8.1
Isa_Alb,Geospiza fuliginosa,F,7.8,12.5,8.3
Isa_Alb,Geospiza fuliginosa,F,8.2,12.1,7.9
Isa_Alb,Geospiza fuliginosa,F,7.7,12.8,8.4
Isa_Alb,Geospiza fuliginosa,F,7.9,12.8,8.3
Isa_Alb,Geospiza fuliginosa,F,8.3,11.5,7.9
Isa_Alb,Geospiza fuliginosa,F,7.7,11.2,7.9
Isa_Alb,Geospiza fuliginosa,F,8.2,12.1,8.2
Isa_Alb,Geospiza fuliginosa,F,7.8,12.7,8.5
Isa_Alb,Geospiza fuliginosa,F,8.1,12,7.8
Isa_Alb,Geospiza fuliginosa,M,8.8,11.7,7.9
Isa_Alb,Geospiza fuliginosa,M,7.7,11.4,7.7
Isa_Alb,Geospiza fuliginosa,M,8.4,11.6,7.9
Isa_Alb,Geospiza fuliginosa,M,9,11.6,7.9
Isa_Alb,Geospiza fuliginosa,M,8.1,12.2,8.2
Isa_Alb,Geospiza fuliginosa,M,8.2,11.5,7.8
Isa_Alb,Geospiza fuliginosa,M,8.3,11.2,7.7
Isa_Alb,Geospiza fuliginosa,M,8.4,12.2,8.2
Isa_Alb,Geospiza fuliginosa,M,8.6,12.5,8.6
Isa_Alb,Geospiza fuliginosa,M,8.2,11.4,7.4
Isa_Alb,Geospiza fuliginosa,M,8.3,12.4,8.3
Isa_Alb,Geospiza fuliginosa,M,7.9,11.8,7.8
Isa_Alb,Geospiza fuliginosa,M,8.2,12.5,8.3
Isa_Alb,Geospiza fuliginosa,F,8.8,11.4,7.6
Isa_Alb,Geospiza fuliginosa,F,7.6,12.4,8.4
Isa_Alb,Geospiza fuliginosa,F,7.8,11.3,7.9
Isa_Alb,Geospiza fuliginosa,F,7.5,12,8.1
Isa_Alb,Geospiza fuliginosa,F,8.4,11.5,8
Isa_Alb,Geospiza fuliginosa,M,7.9,12.5,8.6
Isa_Alb,Geospiza fuliginosa,M,8.2,13.6,9.2
Isa_Alb,Geospiza fuliginosa,M,8.4,12.6,8.5
Isa_Alb,Geospiza fuliginosa,M,8.7,12.5,8.2
Isa_Alb,Geospiza fuliginosa,F,8.3,12.5,8.1
Isa_Alb,Geospiza fuliginosa,F,8.1,12.6,8.5
Isa_Alb,Geospiza fuliginosa,M,8.1,12.2,8.1
Isa_Alb,Geospiza fuliginosa,M,8.3,12.7,8.3
Isa_Alb,Geospiza fuliginosa,M,7.8,12.3,8.1
Isa_Alb,Geospiza fuliginosa,M,7.6,12.1,7.9
Isa_Alb,Geospiza fuliginosa,M,8.6,12.7,8.3
Isa_Alb,Geospiza fuliginosa,M,7.7,12.3,8.1
Isa_Alb,Geospiza fuliginosa,M,7.9,12,8.2
Isa_Alb,Geospiza fuliginosa,M,9.3,12.9,8.9
Isa_Alb,Geospiza fuliginosa,M,9.5,13,8.9
Isa_Alb,Geospiza fuliginosa,M,8.8,13.5,9.6
Isa_Alb,Geospiza fuliginosa,M,9.1,12.9,8.9
Isa_Alb,Geospiza fuliginosa,M,8.6,11.9,8.2
Isa_Alb,Geospiza fuliginosa,M,9.2,12.5,8.4
Isa_Alb,Geospiza fuliginosa,M,8.6,12.4,8.7
Isa_Alb,Geospiza fuliginosa,M,8.3,13,8.7
Isa_Alb,Geospiza fuliginosa,M,8.5,12.7,8.8
Isa_Alb,Geospiza fuliginosa,M,8.5,12,8.3
Isa_Alb,Geospiza fuliginosa,M,9.5,13.1,8.7
Isa_Alb,Geospiza fuliginosa,M,8.1,12.5,8.5
Isa_Alb,Geospiza fuliginosa,M,8.4,13.8,9.2
Isa_Alb,Geospiza fuliginosa,M,8,12.3,8.2
Isa_Alb,Geospiza fuliginosa,M,8.2,12.2,8.4
Isa_Alb,Geospiza fuliginosa,M,7.8,12,8.4
Isa_Alb,Geospiza fuliginosa,M,8.1,11.9,8.4
Isa_Alb,Geospiza fuliginosa,M,8,12.1,8
Isa_Alb,Geospiza fuliginosa,M,8.2,12.8,9
Isa_Alb,Geospiza fuliginosa,M,8.7,12.8,8.2
Isa_Alb,Geospiza fuliginosa,M,8.8,12.2,8.7
Isa_Alb,Geospiza fuliginosa,M,8,12.6,8.5
Isa_Alb,Geospiza fuliginosa,M,8,12.3,8.6
Isa_Alb,Geospiza fuliginosa,M,8.4,13,8.7
Isa_Alb,Geospiza fuliginosa,M,7.7,12.5,8.1
Isa_Alb,Geospiza fuliginosa,M,7.8,12.8,8.8
Isa_Alb,Geospiza fuliginosa,M,8,12.3,8.6
Isa_Alb,Geospiza fuliginosa,M,8,11.8,8
Isa_Alb,Geospiza fuliginosa,M,8.9,12.5,8.5
Isa_Alb,Geospiza fuliginosa,M,9,12.8,8.4
Isa_Alb,Geospiza fuliginosa,M,8.8,12.4,8.3
Isa_Alb,Geospiza fuliginosa,M,8.8,13.4,9.4
Isa_Alb,Geospiza fuliginosa,M,8.1,12.7,8.6
Isa_Alb,Geospiza fuliginosa,M,8,12.4,8.5
Isa_Alb,Geospiza fuliginosa,M,8.5,13.3,9.1
Isa_Alb,Geospiza fuliginosa,M,7.7,12.3,8.2
Isa_Alb,Geospiza fuliginosa,M,8.3,12.4,8.8
Isa_Alb,Geospiza fuliginosa,M,7.8,12.1,8.1
Isa_Alb,Geospiza fuliginosa,M,8.4,12.7,8.9
Isa_Alb,Geospiza fuliginosa,M,8.2,12,8
Isa_Alb,Geospiza fuliginosa,M,8.3,12.4,8.5
Isa_Alb,Geospiza fuliginosa,M,8.3,12.6,8.2
Isa_Alb,Geospiza fuliginosa,M,8.4,12.1,8
Isa_Alb,Geospiza fuliginosa,M,8.2,12.8,8.4
Isa_Alb,Geospiza fuliginosa,M,8.4,12.6,8.4
Isa_Alb,Geospiza fuliginosa,M,8.5,12.1,8
Isa_Alb,Geospiza fuliginosa,M,8.4,11.8,8
Isa_Alb,Geospiza fuliginosa,M,8.1,12.3,8
Isa_Alb,Geospiza fuliginosa,M,7.9,11.9,7.9
Isa_Alb,Geospiza fuliginosa,M,8.2,12,8.1
Isa_Alb,Geospiza fuliginosa,M,8.3,12,8.1
Isa_Alb,Geospiza fuliginosa,M,7.9,12.1,8.2
Isa_Alb,Geospiza fuliginosa,F,8.3,12.4,8.8
Isa_Alb,Geospiza fuliginosa,F,8.1,11.6,8.5
Isa_Alb,Geospiza fuliginosa,F,8.7,11.7,8
Isa_Alb,Geospiza fuliginosa,F,8.3,12.1,8.3
Isa_Alb,Geospiza fuliginosa,F,7.4,11.6,8.1
Isa_Alb,Geospiza fuliginosa,F,8,12.4,8.4
Isa_Alb,Geospiza fuliginosa,F,7.6,12.1,8.2
Isa_Alb,Geospiza fuliginosa,F,8,13.2,8.8
Isa_Alb,Geospiza fuliginosa,F,8.2,12,8.1
Isa_Alb,Geospiza fuliginosa,F,8,12.6,8.6
Isa_Alb,Geospiza fuliginosa,F,7.8,12.2,8.1
Isa_Alb,Geospiza fuliginosa,F,8,11.7,8.1
Isa_Alb,Geospiza fuliginosa,F,8.2,12.2,8
Isa_Alb,Geospiza fuliginosa,F,8.2,12.6,8.4
Isa_Alb,Geospiza fuliginosa,F,8.8,12.4,8.1
Isa_Alb,Geospiza fuliginosa,F,8.4,11.9,8.1
Isa_Alb,Geospiza fuliginosa,F,7.9,12.7,8.2
Isa_Alb,Geospiza fuliginosa,F,8,12.7,8.6
Isa_Alb,Geospiza fuliginosa,F,8,11.8,7.9
Isa_Alb,Geospiza fuliginosa,F,7.8,12.1,8.5
Isa_Alb,Geospiza fuliginosa,F,8.3,11.7,7.5
Isa_Alb,Geospiza fuliginosa,F,7.8,11.7,8.1
Isa_Alb,Geospiza fuliginosa,F,7.8,11.9,7.9
Isa_Alb,Geospiza fuliginosa,F,7.7,12,8.6
Isa_Alb,Geospiza fuliginosa,F,7.7,12,8
Isa_Alb,Geospiza fuliginosa,F,7.1,12.2,8.4
Isa_Alb,Geospiza fuliginosa,F,8,12.2,8
Isa_Alb,Geospiza fuliginosa,F,7.3,12.1,8
Isa_Alb,Geospiza fuliginosa,F,7.7,12.4,8.4
Isa_Alb,Geospiza fuliginosa,F,8.9,13.1,9.1
Isa_Alb,Geospiza fuliginosa,F,7.6,11.7,8
Isa_Alb,Geospiza fuliginosa,F,7.5,11.9,7.6
Isa_Alb,Geospiza fuliginosa,F,7.8,11.9,7.6
Isa_Alb,Geospiza fuliginosa,F,7.7,11.9,7.9
Isa_Alb,Geospiza fuliginosa,F,8.2,13,8.6
Cwly,Geospiza fuliginosa,F,8.1,11.5,7.7
Cwly,Geospiza fuliginosa,F,8.1,12,8
Trtu_Brat,Geospiza fuliginosa,M,7.9,12.3,8.1
Trtu_Brat,Geospiza fuliginosa,M,9,13.9,9.7
Trtu_Brat,Geospiza fuliginosa,M,8.3,12.9,8.9
Trtu_Brat,Geospiza fuliginosa,M,8.7,13.1,8.7
Trtu_Brat,Geospiza fuliginosa,M,9,13,9.1
Trtu_Brat,Geospiza fuliginosa,M,8.8,14.1,9.1
Trtu_Brat,Geospiza fuliginosa,M,8.5,12.4,8.9
Trtu_Brat,Geospiza fuliginosa,M,8,12.3,8.4
Trtu_Brat,Geospiza fuliginosa,M,8.8,12.8,8.9
Trtu_Brat,Geospiza fuliginosa,F,8.2,12.8,8.3
Trtu_Brat,Geospiza fuliginosa,F,8.2,12.9,8.8
Trtu_Brat,Geospiza fuliginosa,F,8.2,12.3,8.1
Trtu_Brat,Geospiza fuliginosa,F,7.9,13,8.8
Trtu_Brat,Geospiza fuliginosa,F,9.5,13.4,8.7
Trtu_Brat,Geospiza fuliginosa,F,8.4,12.7,8.7
SFe_Brngt,Geospiza fuliginosa,M,7.9,12.1,8.2
SFe_Brngt,Geospiza fuliginosa,M,8,13.3,9.4
SFe_Brngt,Geospiza fuliginosa,M,8.1,12.5,8.9
SFe_Brngt,Geospiza fuliginosa,M,7.5,13,9
SFe_Brngt,Geospiza fuliginosa,M,8.1,12.9,8.8
SFe_Brngt,Geospiza fuliginosa,M,8.3,13.5,9
SFe_Brngt,Geospiza fuliginosa,M,8,12.4,8.5
SFe_Brngt,Geospiza fuliginosa,M,8.4,12.9,9.1
SFe_Brngt,Geospiza fuliginosa,M,8.5,12.4,8.7
SFe_Brngt,Geospiza fuliginosa,M,8.3,12.9,8.9
SFe_Brngt,Geospiza fuliginosa,M,7.6,13.2,8.9
SFe_Brngt,Geospiza fuliginosa,M,8.1,12.3,8.8
SFe_Brngt,Geospiza fuliginosa,M,8.1,12.5,8.6
SFe_Brngt,Geospiza fuliginosa,M,8.2,12.7,9
SFe_Brngt,Geospiza fuliginosa,M,7.8,12.2,8.6
SFe_Brngt,Geospiza fuliginosa,M,8.7,12.5,8.8
SFe_Brngt,Geospiza fuliginosa,M,7.8,12,8.3
SFe_Brngt,Geospiza fuliginosa,M,8.1,12.4,8.4
SFe_Brngt,Geospiza fuliginosa,M,8.2,12.9,8.7
SFe_Brngt,Geospiza fuliginosa,M,8.2,12.7,8.5
SFe_Brngt,Geospiza fuliginosa,M,8.5,12.9,8.7
SFe_Brngt,Geospiza fuliginosa,M,7.5,12.5,8.4
SFe_Brngt,Geospiza fuliginosa,M,7.6,13,9
SFe_Brngt,Geospiza fuliginosa,M,8.7,13.1,9.4
SFe_Brngt,Geospiza fuliginosa,M,7.9,13,9
SFe_Brngt,Geospiza fuliginosa,M,7.9,13,8.7
SFe_Brngt,Geospiza fuliginosa,M,7.8,12.3,8.2
SFe_Brngt,Geospiza fuliginosa,M,8.8,13.9,9.6
SFe_Brngt,Geospiza fuliginosa,M,8.1,13.4,9.6
SFe_Brngt,Geospiza fuliginosa,M,8.5,12.7,8.7
SFe_Brngt,Geospiza fuliginosa,M,8.2,12.3,8.2
SFe_Brngt,Geospiza fuliginosa,M,7.7,13.1,8.7
SFe_Brngt,Geospiza fuliginosa,M,6.8,12,8.6
SFe_Brngt,Geospiza fuliginosa,M,8.3,13.2,8.9
SFe_Brngt,Geospiza fuliginosa,M,8.3,13.1,8.8
SFe_Brngt,Geospiza fuliginosa,F,7.7,12.5,8.5
SFe_Brngt,Geospiza fuliginosa,F,8,11.7,8.2
SFe_Brngt,Geospiza fuliginosa,F,8.1,12.8,8.7
SFe_Brngt,Geospiza fuliginosa,F,8,12.6,8.8
SFe_Brngt,Geospiza fuliginosa,F,8,12.4,8.2
SCris_Chat,Geospiza fuliginosa,M,8.5,12.8,8.8
SCris_Chat,Geospiza fuliginosa,M,8.8,14.1,9.5
SCris_Chat,Geospiza fuliginosa,M,8,13,8.9
SCris_Chat,Geospiza fuliginosa,M,8.8,13.6,9
SCris_Chat,Geospiza fuliginosa,M,9.1,14.7,9.6
SCris_Chat,Geospiza fuliginosa,M,8.2,13.1,8.7
SCris_Chat,Geospiza fuliginosa,M,8.2,13.6,9.1
SCris_Chat,Geospiza fuliginosa,M,8.2,13.4,9
SCris_Chat,Geospiza fuliginosa,M,8.3,14,9.4
SCris_Chat,Geospiza fuliginosa,M,7.5,12,8.2
SCris_Chat,Geospiza fuliginosa,M,8.2,14,9.8
SCris_Chat,Geospiza fuliginosa,M,8.2,13.4,9
SCris_Chat,Geospiza fuliginosa,M,8,12.7,8.7
SCris_Chat,Geospiza fuliginosa,M,8.5,13.8,9.2
SCris_Chat,Geospiza fuliginosa,M,8.6,13.1,9
SCris_Chat,Geospiza fuliginosa,M,8.7,13,9.1
SCris_Chat,Geospiza fuliginosa,M,7.8,13.1,9.2
SCris_Chat,Geospiza fuliginosa,M,7.2,11.3,7.6
SCris_Chat,Geospiza fuliginosa,M,7.6,12.6,8.5
SCris_Chat,Geospiza fuliginosa,M,8.5,14.1,9.6
SCris_Chat,Geospiza fuliginosa,M,8.5,13.9,9.9
SCris_Chat,Geospiza fuliginosa,M,7.8,13.5,9.2
SCris_Chat,Geospiza fuliginosa,M,8,14.1,9.9
SCris_Chat,Geospiza fuliginosa,M,7.4,13.3,9.3
SCris_Chat,Geospiza fuliginosa,M,8.1,12.3,8.8
SCris_Chat,Geospiza fuliginosa,M,8.1,12.6,8.7
SCris_Chat,Geospiza fuliginosa,M,8.7,13.3,9
SCris_Chat,Geospiza fuliginosa,M,8.1,13.2,9
SCris_Chat,Geospiza fuliginosa,M,8.1,13.1,8.9
SCris_Chat,Geospiza fuliginosa,M,7.8,13.7,9.2
SCris_Chat,Geospiza fuliginosa,M,8.3,13,9
SCris_Chat,Geospiza fuliginosa,M,8,14,9.8
SCris_Chat,Geospiza fuliginosa,M,7.8,13.4,9.5
SCris_Chat,Geospiza fuliginosa,M,8.1,13.4,10.1
SCris_Chat,Geospiza fuliginosa,M,8.5,14.8,10.2
SCris_Chat,Geospiza fuliginosa,M,8.4,13.5,9.2
SCris_Chat,Geospiza fuliginosa,M,8,13,8.9
SCris_Chat,Geospiza fuliginosa,M,8.7,13.8,9.4
SCris_Chat,Geospiza fuliginosa,M,8.6,13,8.9
SCris_Chat,Geospiza fuliginosa,M,8,12.7,8.6
SCris_Chat,Geospiza fuliginosa,M,8.9,12.8,8.4
SCris_Chat,Geospiza fuliginosa,M,8.7,13.1,9
SCris_Chat,Geospiza fuliginosa,M,8.1,12.8,8.8
SCris_Chat,Geospiza fuliginosa,M,8,11.7,8.2
SCris_Chat,Geospiza fuliginosa,M,8.8,13.7,9.1
SCris_Chat,Geospiza fuliginosa,M,8.1,13.4,9.2
SCris_Chat,Geospiza fuliginosa,M,8.1,13,8.9
SCris_Chat,Geospiza fuliginosa,M,8.6,13.3,9.3
SCris_Chat,Geospiza fuliginosa,M,8.3,12.1,7.7
SCris_Chat,Geospiza fuliginosa,M,7.7,12.7,8.5
SCris_Chat,Geospiza fuliginosa,M,10.2,14,9.6
SCris_Chat,Geospiza fuliginosa,M,8.4,12.6,8.6
SCris_Chat,Geospiza fuliginosa,M,8.3,12.3,8.2
SCris_Chat,Geospiza fuliginosa,M,8.3,14.1,9.8
SCris_Chat,Geospiza fuliginosa,M,8.1,12.8,8.5
SCris_Chat,Geospiza fuliginosa,M,8.1,13.1,8.9
SCris_Chat,Geospiza fuliginosa,M,8.2,12.5,8.5
SCris_Chat,Geospiza fuliginosa,M,7.7,13.1,9.1
SCris_Chat,Geospiza fuliginosa,M,7.9,14,9.7
SCris_Chat,Geospiza fuliginosa,M,8.2,13,8.6
SCris_Chat,Geospiza fuliginosa,M,7.2,12.1,8.5
SCris_Chat,Geospiza fuliginosa,M,8.5,13.4,9.2
SCris_Chat,Geospiza fuliginosa,M,7.5,12.1,8.7
SCris_Chat,Geospiza fuliginosa,M,7.6,11.2,7.5
SCris_Chat,Geospiza fuliginosa,M,7.4,11.5,8.2
SCris_Chat,Geospiza fuliginosa,M,7.9,11.1,7.7
SCris_Chat,Geospiza fuliginosa,M,7.9,11.7,7.8
SCris_Chat,Geospiza fuliginosa,M,7.3,10.9,7.2
SCris_Chat,Geospiza fuliginosa,M,7.4,11.3,7.7
SCris_Chat,Geospiza fuliginosa,M,7.2,11.3,7.9
SCris_Chat,Geospiza fuliginosa,M,8.7,12.9,8.6
SCris_Chat,Geospiza fuliginosa,M,8.4,12.4,8.6
SCris_Chat,Geospiza fuliginosa,M,8.3,13.2,9.1
SCris_Chat,Geospiza fuliginosa,M,8.1,13,8.8
SCris_Chat,Geospiza fuliginosa,M,8.1,12.8,8.9
SCris_Chat,Geospiza fuliginosa,M,8.1,12.9,9.3
SCris_Chat,Geospiza fuliginosa,M,8.6,14,9.9
SCris_Chat,Geospiza fuliginosa,M,7.8,11.7,7.6
SCris_Chat,Geospiza fuliginosa,M,7.8,13.3,9.2
SCris_Chat,Geospiza fuliginosa,M,8.1,13.2,8.9
SCris_Chat,Geospiza fuliginosa,M,8.4,13.3,8.8
SCris_Chat,Geospiza fuliginosa,M,7.8,12,7.9
SCris_Chat,Geospiza fuliginosa,M,8.3,12.6,8.8
SCris_Chat,Geospiza fuliginosa,M,8.4,12.9,8.9
SCris_Chat,Geospiza fuliginosa,M,7.9,13,8.8
SCris_Chat,Geospiza fuliginosa,M,7.8,13.4,9.2
SCris_Chat,Geospiza fuliginosa,M,8.2,11,7.4
SCris_Chat,Geospiza fuliginosa,M,7.7,12.9,9
SCris_Chat,Geospiza fuliginosa,M,8,12.4,8.9
SCris_Chat,Geospiza fuliginosa,M,8.7,11.7,7.8
SCris_Chat,Geospiza fuliginosa,M,7.4,11.1,7.3
SCris_Chat,Geospiza fuliginosa,M,7.3,12.2,8.4
SCris_Chat,Geospiza fuliginosa,M,7.4,11.6,7.9
SCris_Chat,Geospiza fuliginosa,M,7.1,11.3,7.7
SCris_Chat,Geospiza fuliginosa,M,7.2,11.4,7.9
SCris_Chat,Geospiza fuliginosa,M,7.2,11.3,7.8
SCris_Chat,Geospiza fuliginosa,M,7.6,11,8
SCris_Chat,Geospiza fuliginosa,M,7.9,13.4,9
SCris_Chat,Geospiza fuliginosa,M,7.9,12.9,8.8
SCris_Chat,Geospiza fuliginosa,M,8.3,13.6,9.1
SCris_Chat,Geospiza fuliginosa,M,8.4,13.1,9
SCris_Chat,Geospiza fuliginosa,M,7.7,11,7.4
SCris_Chat,Geospiza fuliginosa,M,8.2,13.6,9.5
SCris_Chat,Geospiza fuliginosa,M,7.8,12,8
SCris_Chat,Geospiza fuliginosa,M,8,12.4,8.4
SCris_Chat,Geospiza fuliginosa,M,8.3,12.4,7.2
SCris_Chat,Geospiza fuliginosa,F,7.8,12.9,9
SCris_Chat,Geospiza fuliginosa,F,8.2,13.5,9
SCris_Chat,Geospiza fuliginosa,F,7.3,12.6,8.9
SCris_Chat,Geospiza fuliginosa,F,7.4,12.3,8.6
SCris_Chat,Geospiza fuliginosa,F,7.8,12.2,8.6
SCris_Chat,Geospiza fuliginosa,F,7.7,13.3,9
SCris_Chat,Geospiza fuliginosa,F,7.8,13.4,9.4
SCris_Chat,Geospiza fuliginosa,F,7.7,13,9
SCris_Chat,Geospiza fuliginosa,F,7.9,13.1,9.1
SCris_Chat,Geospiza fuliginosa,F,7.4,12.1,8.4
SCris_Chat,Geospiza fuliginosa,F,7.9,13.2,9.1
SCris_Chat,Geospiza fuliginosa,F,8.2,12.7,9
SCris_Chat,Geospiza fuliginosa,F,8.1,13.3,9.2
SCris_Chat,Geospiza fuliginosa,F,8.3,12.8,8.9
SCris_Chat,Geospiza fuliginosa,F,7.6,13.4,9.1
SCris_Chat,Geospiza fuliginosa,F,7.9,12.7,8.3
SCris_Chat,Geospiza fuliginosa,F,7.3,11.2,7.7
SCris_Chat,Geospiza fuliginosa,F,8.4,13.4,9.1
SCris_Chat,Geospiza fuliginosa,F,7.9,12.3,8.4
SCris_Chat,Geospiza fuliginosa,F,7.4,12.1,8.1
SCris_Chat,Geospiza fuliginosa,F,7.8,11.3,7.5
SCris_Chat,Geospiza fuliginosa,F,7.9,11.8,7.8
SCris_Chat,Geospiza fuliginosa,F,7,10.7,7.1
SCris_Chat,Geospiza fuliginosa,F,7.3,11.6,8.2
SCris_Chat,Geospiza fuliginosa,F,7.2,12,8.2
SCris_Chat,Geospiza fuliginosa,F,7,10.3,7.7
SCris_Chat,Geospiza fuliginosa,F,6.9,10.9,7.2
SCris_Chat,Geospiza fuliginosa,F,8.4,13.2,9.2
SCris_Chat,Geospiza fuliginosa,F,8.2,12.1,8.3
SCris_Chat,Geospiza fuliginosa,F,8.2,11.7,7.8
SCris_Chat,Geospiza fuliginosa,F,7,11,7.2
SCris_Chat,Geospiza fuliginosa,F,8.1,13.2,9.3
SCris_Chat,Geospiza fuliginosa,F,8,13,8.6
SCris_Chat,Geospiza fuliginosa,F,7.5,12.9,8.6
SCris_Chat,Geospiza fuliginosa,F,7.8,14.7,10.3
SCris_Chat,Geospiza fuliginosa,F,7.8,12.8,8.6
SCris_Chat,Geospiza fuliginosa,F,7.9,12.5,8.6
SCris_Chat,Geospiza fuliginosa,F,7.4,13.2,9
SCris_Chat,Geospiza fuliginosa,F,8.2,12.3,8.5
SCris_Chat,Geospiza fuliginosa,F,7.9,12.6,9
SCris_Chat,Geospiza fuliginosa,F,8.2,12.8,8.8
SCris_Chat,Geospiza fuliginosa,F,8.7,14.7,10.2
SCris_Chat,Geospiza fuliginosa,F,8.4,12.8,8.9
SCris_Chat,Geospiza fuliginosa,F,7.6,13.3,9.2
SCris_Chat,Geospiza fuliginosa,F,7.8,11.7,8.2
SCris_Chat,Geospiza fuliginosa,F,8,12.3,8.5
SCris_Chat,Geospiza fuliginosa,F,7,11.8,8.1
SCris_Chat,Geospiza fuliginosa,F,8.4,12.8,8.7
SCris_Chat,Geospiza fuliginosa,F,8.4,13.8,9.4
SCris_Chat,Geospiza fuliginosa,F,7.5,12.9,8.6
SCris_Chat,Geospiza fuliginosa,F,8.3,13.7,9.2
SCris_Chat,Geospiza fuliginosa,F,8.3,13,9.2
SCris_Chat,Geospiza fuliginosa,F,8.3,12.1,8.2
SCris_Chat,Geospiza fuliginosa,F,7.7,13.6,9.8
SCris_Chat,Geospiza fuliginosa,F,8.1,11.9,8.3
SCris_Chat,Geospiza fuliginosa,F,8.5,13.1,9.3
SCris_Chat,Geospiza fuliginosa,F,8.3,14,9.8
SCris_Chat,Geospiza fuliginosa,F,7.8,12.4,9.1
SCris_Chat,Geospiza fuliginosa,F,8.4,13.5,9.9
SCris_Chat,Geospiza fuliginosa,F,7.8,12.6,8.6
SCris_Chat,Geospiza fuliginosa,F,7.6,12.6,8.7
SCris_Chat,Geospiza fuliginosa,F,8.4,12.7,8.9
SCris_Chat,Geospiza fuliginosa,F,7.7,12.3,8.6
SCris_Chat,Geospiza fuliginosa,F,7.9,13.1,9.2
SCris_Chat,Geospiza fuliginosa,F,8.7,13.6,9.5
SCris_Chat,Geospiza fuliginosa,F,7.6,12.9,9.3
SCris_Chat,Geospiza fuliginosa,F,8.7,12.9,8.7
SCris_Chat,Geospiza fuliginosa,F,7.5,12.5,8.3
SCris_Chat,Geospiza fuliginosa,F,7.3,12,8.6
SCris_Chat,Geospiza fuliginosa,F,7.9,12.1,8.2
SCris_Chat,Geospiza fuliginosa,F,7.5,11.2,7.5
SCris_Chat,Geospiza fuliginosa,F,7.5,11.2,7.9
SCris_Chat,Geospiza fuliginosa,F,6.9,11.3,7.9
SCris_Chat,Geospiza fuliginosa,F,7.6,10.8,7.2
SCris_Chat,Geospiza fuliginosa,F,7.3,11.4,7.9
SCris_Chat,Geospiza fuliginosa,F,8.2,13.5,8.9
SCris_Chat,Geospiza fuliginosa,F,7.9,13.2,8.8
SCris_Chat,Geospiza fuliginosa,F,8.1,12.7,8.6
SCris_Chat,Geospiza fuliginosa,F,7.3,11.2,7.5
SCris_Chat,Geospiza fuliginosa,F,7.6,12.1,8.2
SCris_Chat,Geospiza fuliginosa,F,8.2,13.8,9.5
SCris_Chat,Geospiza fuliginosa,F,8,12.3,8.3
Esp_Hd,Geospiza fuliginosa,M,8.1,12.5,8.4
Esp_Hd,Geospiza fuliginosa,M,8.8,13.1,8.9
Esp_Hd,Geospiza fuliginosa,M,7.9,12.4,8.3
Esp_Hd,Geospiza fuliginosa,M,7.9,12.4,8.7
Esp_Hd,Geospiza fuliginosa,M,8.1,12.5,8.6
Esp_Hd,Geospiza fuliginosa,M,8.4,12.9,9.1
Esp_Hd,Geospiza fuliginosa,M,8,12.4,8.3
Esp_Hd,Geospiza fuliginosa,M,8,12.2,8.6
Esp_Hd,Geospiza fuliginosa,M,8.4,13.3,9.2
Esp_Hd,Geospiza fuliginosa,M,8,12.7,8.9
Esp_Hd,Geospiza fuliginosa,M,8.3,12.2,8.3
Esp_Hd,Geospiza fuliginosa,M,7.8,12.9,9
Esp_Hd,Geospiza fuliginosa,M,8.3,12.7,8.8
Esp_Hd,Geospiza fuliginosa,M,8.6,13,9.7
Esp_Hd,Geospiza fuliginosa,M,8.4,13.1,8.9
Esp_Hd,Geospiza fuliginosa,M,8.1,12.8,8.9
Esp_Hd,Geospiza fuliginosa,M,8.5,12.3,8.4
Esp_Hd,Geospiza fuliginosa,M,9.4,13.3,9.2
Esp_Hd,Geospiza fuliginosa,M,8,13.3,9.2
Esp_Hd,Geospiza fuliginosa,M,8.4,13.7,9.3
Esp_Hd,Geospiza fuliginosa,M,8.1,13.1,8.7
Esp_Hd,Geospiza fuliginosa,M,8.7,13,8.5
Esp_Hd,Geospiza fuliginosa,M,8.3,13.2,9
Esp_Hd,Geospiza fuliginosa,M,7.9,13,8.8
Esp_Hd,Geospiza fuliginosa,M,8.4,13,8.8
Esp_Hd,Geospiza fuliginosa,M,8.3,13,9.1
Esp_Hd,Geospiza fuliginosa,M,8.1,12.7,8.1
Esp_Hd,Geospiza fuliginosa,M,8.3,12.2,8.2
Esp_Hd,Geospiza fuliginosa,M,8.3,12.8,8.6
Esp_Hd,Geospiza fuliginosa,M,8.7,12.9,8.7
Esp_Hd,Geospiza fuliginosa,F,7.9,13,9.2
Esp_Hd,Geospiza fuliginosa,F,7.3,12.1,8.2
Esp_Hd,Geospiza fuliginosa,F,7.8,12.7,8.3
Esp_Hd,Geospiza fuliginosa,F,7.2,12,8
Esp_Hd,Geospiza fuliginosa,F,7.8,12.1,8.3
Esp_Hd,Geospiza fuliginosa,F,7.7,12.7,8.3
Esp_Hd,Geospiza fuliginosa,F,8.1,13.1,8.7
Esp_Hd,Geospiza fuliginosa,F,7.6,12.1,8.2
Esp_Hd,Geospiza fuliginosa,F,7.7,13.4,9.3
Esp_Hd,Geospiza fuliginosa,F,7.6,12.9,8.9
Esp_Hd,Geospiza fuliginosa,F,8.5,12.6,8.4
Esp_Hd,Geospiza fuliginosa,F,8,13.1,8.9
Grd_EsHd,Geospiza fuliginosa,M,7.9,13.1,9
Grd_EsHd,Geospiza fuliginosa,M,8,13,8.4
Grd_EsHd,Geospiza fuliginosa,M,8.4,12.4,8.4
